Rok;Miesiąc;Język;Typ usługodawcy;Rodzaj współpracy;Typ klienta;Liczba zleceń;Przychód (PLN);;14320
2023;August;Angielski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;4;2488;;
2023;August;Niemiecki;Freelancer;Umowa o dzieło;JDG;8;4456;;
2023;August;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;JDG;2;1042;;
2023;August;Francuski;Freelancer;Useme.com;MSP;19;13509;;
2023;August;Francuski;Biuro tłumaczeń;Useme.com;JDG;2;1212;;
2023;August;Hiszpański;Freelancer;Umowa o dzieło;Korporacja;9;4140;;
2023;August;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;Korporacja;14;6034;;
2023;August;Włoski;Freelancer;Useme.com;Korporacja;3;2154;;
2023;August;Włoski;Biuro tłumaczeń;Umowa zlecenie;JDG;14;9128;;
2023;August;Niderlandzki;Freelancer;Umowa o dzieło;Korporacja;8;4360;;
2023;August;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;JDG;1;670;;
2023;August;Czeski;Freelancer;Umowa o dzieło;JDG;19;9120;;
2023;August;Czeski;Biuro tłumaczeń;Umowa zlecenie;JDG;7;4648;;
2023;September;Węgierski;Freelancer;Useme.com;Korporacja;7;2835;;
2023;September;Węgierski;Biuro tłumaczeń;Umowa o dzieło;MSP;15;11955;;
2023;September;Angielski;Freelancer;Umowa o dzieło;JDG;3;1584;;
2023;September;Angielski;Biuro tłumaczeń;Umowa o dzieło;JDG;9;7164;;
2023;September;Niemiecki;Freelancer;Useme.com;JDG;18;12240;;
2023;September;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;Korporacja;7;3409;;
2023;September;Francuski;Freelancer;Umowa o dzieło;MSP;6;2730;;
2023;September;Francuski;Biuro tłumaczeń;Useme.com;Korporacja;20;8780;;
2023;September;Hiszpański;Freelancer;Umowa zlecenie;JDG;17;11628;;
2023;September;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;JDG;7;2954;;
2023;September;Włoski;Freelancer;Umowa zlecenie;Korporacja;17;8959;;
2023;September;Włoski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;19;11115;;
2023;September;Niderlandzki;Freelancer;Useme.com;Korporacja;2;1596;;
2023;September;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;JDG;9;5211;;
2023;September;Czeski;Freelancer;Umowa o dzieło;Korporacja;5;2725;;
2023;September;Czeski;Biuro tłumaczeń;Umowa o dzieło;JDG;4;1664;;
2023;October;Węgierski;Freelancer;Umowa zlecenie;Korporacja;5;2280;;
2023;October;Węgierski;Biuro tłumaczeń;Useme.com;MSP;15;7695;;
2023;October;Angielski;Freelancer;Umowa zlecenie;MSP;4;2156;;
2023;October;Angielski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;18;7632;;
2023;October;Niemiecki;Freelancer;Umowa zlecenie;Korporacja;3;1983;;
2023;October;Niemiecki;Biuro tłumaczeń;Useme.com;JDG;7;2842;;
2023;October;Francuski;Freelancer;Umowa o dzieło;Korporacja;19;14649;;
2023;October;Francuski;Biuro tłumaczeń;Useme.com;Korporacja;12;8460;;
2023;October;Hiszpański;Freelancer;Umowa zlecenie;Korporacja;4;2860;;
2023;October;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;Korporacja;14;5600;;
2023;October;Włoski;Freelancer;Umowa o dzieło;JDG;5;2455;;
2023;October;Włoski;Biuro tłumaczeń;Umowa zlecenie;MSP;1;611;;
2023;October;Niderlandzki;Freelancer;Useme.com;MSP;9;4896;;
2023;October;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;Korporacja;9;6642;;
2023;October;Czeski;Freelancer;Useme.com;Korporacja;7;4480;;
2023;October;Czeski;Biuro tłumaczeń;Useme.com;JDG;12;6360;;
2023;November;Węgierski;Freelancer;Useme.com;Korporacja;19;7695;;
2023;November;Węgierski;Biuro tłumaczeń;Useme.com;JDG;10;6200;;
2023;November;Angielski;Freelancer;Umowa zlecenie;JDG;17;9384;;
2023;November;Angielski;Biuro tłumaczeń;Umowa o dzieło;JDG;17;12597;;
2023;November;Niemiecki;Freelancer;Umowa o dzieło;MSP;13;5252;;
2023;November;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;MSP;3;2223;;
2023;November;Francuski;Freelancer;Useme.com;Korporacja;19;7714;;
2023;November;Francuski;Biuro tłumaczeń;Umowa o dzieło;JDG;6;2532;;
2023;November;Hiszpański;Freelancer;Umowa o dzieło;MSP;5;2255;;
2023;November;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;Korporacja;19;15162;;
2023;November;Włoski;Freelancer;Umowa zlecenie;JDG;15;10935;;
2023;November;Włoski;Biuro tłumaczeń;Useme.com;Korporacja;18;8694;;
2023;November;Niderlandzki;Freelancer;Umowa zlecenie;JDG;20;11980;;
2023;November;Niderlandzki;Biuro tłumaczeń;Useme.com;MSP;14;10822;;
2023;November;Czeski;Freelancer;Useme.com;Korporacja;12;6804;;
2023;November;Czeski;Biuro tłumaczeń;Useme.com;JDG;18;14382;;
2023;December;Węgierski;Freelancer;Umowa o dzieło;Korporacja;13;6916;;
2023;December;Węgierski;Biuro tłumaczeń;Useme.com;Korporacja;15;9975;;
2023;December;Angielski;Freelancer;Umowa zlecenie;JDG;17;13464;;
2023;December;Angielski;Biuro tłumaczeń;Useme.com;Korporacja;19;11590;;
2023;December;Niemiecki;Freelancer;Useme.com;Korporacja;19;13414;;
2023;December;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;JDG;7;3325;;
2023;December;Francuski;Freelancer;Useme.com;MSP;11;6413;;
2023;December;Francuski;Biuro tłumaczeń;Useme.com;MSP;20;11800;;
2023;December;Hiszpański;Freelancer;Umowa o dzieło;Korporacja;10;4830;;
2023;December;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;Korporacja;6;4056;;
2023;December;Włoski;Freelancer;Useme.com;Korporacja;9;5643;;
2023;December;Włoski;Biuro tłumaczeń;Useme.com;Korporacja;17;8262;;
2023;December;Niderlandzki;Freelancer;Useme.com;JDG;13;8307;;
2023;December;Niderlandzki;Biuro tłumaczeń;Useme.com;JDG;11;5269;;
2023;December;Czeski;Freelancer;Umowa zlecenie;Korporacja;14;8932;;
2023;December;Czeski;Biuro tłumaczeń;Umowa o dzieło;MSP;7;5068;;
2024;January;Węgierski;Freelancer;Umowa o dzieło;Korporacja;12;7908;;
2024;January;Węgierski;Biuro tłumaczeń;Umowa o dzieło;MSP;16;11504;;
2024;January;Angielski;Freelancer;Umowa o dzieło;JDG;5;2360;;
2024;January;Angielski;Biuro tłumaczeń;Umowa o dzieło;MSP;12;5076;;
2024;January;Niemiecki;Freelancer;Umowa zlecenie;JDG;6;2778;;
2024;January;Niemiecki;Biuro tłumaczeń;Useme.com;MSP;8;6088;;
2024;January;Francuski;Freelancer;Umowa o dzieło;Korporacja;14;6482;;
2024;January;Francuski;Biuro tłumaczeń;Umowa o dzieło;JDG;16;9792;;
2024;January;Hiszpański;Freelancer;Umowa zlecenie;MSP;6;3462;;
2024;January;Hiszpański;Biuro tłumaczeń;Useme.com;JDG;6;2904;;
2024;January;Włoski;Freelancer;Useme.com;Korporacja;18;9378;;
2024;January;Włoski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;15;8505;;
2024;January;Niderlandzki;Freelancer;Umowa zlecenie;MSP;15;6495;;
2024;January;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;MSP;3;2199;;
2024;January;Czeski;Freelancer;Useme.com;Korporacja;3;2202;;
2024;January;Czeski;Biuro tłumaczeń;Umowa zlecenie;MSP;14;6468;;
2024;February;Węgierski;Freelancer;Umowa o dzieło;JDG;17;12954;;
2024;February;Węgierski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;18;12726;;
2024;February;Angielski;Freelancer;Useme.com;JDG;5;3065;;
2024;February;Angielski;Biuro tłumaczeń;Useme.com;JDG;16;6992;;
2024;February;Niemiecki;Freelancer;Umowa zlecenie;JDG;15;9945;;
2024;February;Niemiecki;Biuro tłumaczeń;Useme.com;Korporacja;20;12200;;
2024;February;Francuski;Freelancer;Useme.com;MSP;16;10304;;
2024;February;Francuski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;10;4150;;
2024;February;Hiszpański;Freelancer;Useme.com;Korporacja;15;10950;;
2024;February;Hiszpański;Biuro tłumaczeń;Useme.com;Korporacja;9;6966;;
2024;February;Włoski;Freelancer;Useme.com;MSP;15;6780;;
2024;February;Włoski;Biuro tłumaczeń;Umowa o dzieło;JDG;14;7812;;
2024;February;Niderlandzki;Freelancer;Umowa zlecenie;MSP;13;9659;;
2024;February;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;Korporacja;6;3780;;
2024;February;Czeski;Freelancer;Umowa o dzieło;MSP;13;6916;;
2024;February;Czeski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;4;1924;;
2024;March;Węgierski;Freelancer;Useme.com;MSP;2;1062;;
2024;March;Węgierski;Biuro tłumaczeń;Useme.com;JDG;3;1440;;
2024;March;Angielski;Freelancer;Umowa zlecenie;JDG;11;5984;;
2024;March;Angielski;Biuro tłumaczeń;Useme.com;Korporacja;11;5379;;
2024;March;Niemiecki;Freelancer;Useme.com;JDG;9;6381;;
2024;March;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;MSP;9;6012;;
2024;March;Francuski;Freelancer;Umowa o dzieło;Korporacja;5;3090;;
2024;March;Francuski;Biuro tłumaczeń;Umowa zlecenie;MSP;4;3128;;
2024;March;Hiszpański;Freelancer;Umowa zlecenie;MSP;18;9702;;
2024;March;Hiszpański;Biuro tłumaczeń;Useme.com;MSP;16;10448;;
2024;March;Włoski;Freelancer;Umowa o dzieło;Korporacja;1;589;;
2024;March;Włoski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;14;6580;;
2024;March;Niderlandzki;Freelancer;Umowa o dzieło;JDG;11;8668;;
2024;March;Niderlandzki;Biuro tłumaczeń;Useme.com;Korporacja;15;10125;;
2024;March;Czeski;Freelancer;Umowa zlecenie;MSP;1;449;;
2024;March;Czeski;Biuro tłumaczeń;Umowa zlecenie;JDG;18;13860;;
2024;April;Węgierski;Freelancer;Umowa zlecenie;JDG;19;11647;;
2024;April;Węgierski;Biuro tłumaczeń;Umowa o dzieło;JDG;14;7630;;
2024;April;Angielski;Freelancer;Useme.com;Korporacja;6;4446;;
2024;April;Angielski;Biuro tłumaczeń;Umowa o dzieło;JDG;1;708;;
2024;April;Niemiecki;Freelancer;Umowa o dzieło;JDG;10;7830;;
2024;April;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;Korporacja;16;7376;;
2024;April;Francuski;Freelancer;Umowa o dzieło;JDG;7;4067;;
2024;April;Francuski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;8;3856;;
2024;April;Hiszpański;Freelancer;Umowa zlecenie;Korporacja;12;7908;;
2024;April;Hiszpański;Biuro tłumaczeń;Useme.com;JDG;7;3367;;
2024;April;Włoski;Freelancer;Useme.com;Korporacja;8;5568;;
2024;April;Włoski;Biuro tłumaczeń;Useme.com;JDG;5;3890;;
2024;April;Niderlandzki;Freelancer;Umowa zlecenie;Korporacja;10;5590;;
2024;April;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;Korporacja;20;8280;;
2024;April;Czeski;Freelancer;Umowa zlecenie;Korporacja;16;7200;;
2024;April;Czeski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;15;6000;;
2024;May;Węgierski;Freelancer;Umowa o dzieło;JDG;15;10770;;
2024;May;Węgierski;Biuro tłumaczeń;Useme.com;Korporacja;2;1084;;
2024;May;Angielski;Freelancer;Umowa zlecenie;JDG;19;13091;;
2024;May;Angielski;Biuro tłumaczeń;Useme.com;Korporacja;1;517;;
2024;May;Niemiecki;Freelancer;Useme.com;Korporacja;18;12438;;
2024;May;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;JDG;14;10542;;
2024;May;Francuski;Freelancer;Useme.com;MSP;1;773;;
2024;May;Francuski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;2;886;;
2024;May;Hiszpański;Freelancer;Umowa o dzieło;MSP;5;2650;;
2024;May;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;MSP;5;2720;;
2024;May;Włoski;Freelancer;Umowa o dzieło;JDG;3;2340;;
2024;May;Włoski;Biuro tłumaczeń;Useme.com;MSP;1;632;;
2024;May;Niderlandzki;Freelancer;Umowa zlecenie;Korporacja;3;1458;;
2024;May;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;Korporacja;1;699;;
2024;May;Czeski;Freelancer;Umowa zlecenie;JDG;7;4844;;
2024;May;Czeski;Biuro tłumaczeń;Useme.com;JDG;7;3346;;
2024;June;Węgierski;Freelancer;Umowa o dzieło;MSP;14;8512;;
2024;June;Węgierski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;20;13480;;
2024;June;Angielski;Freelancer;Umowa o dzieło;Korporacja;18;9432;;
2024;June;Angielski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;12;8556;;
2024;June;Niemiecki;Freelancer;Umowa o dzieło;MSP;6;2490;;
2024;June;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;Korporacja;1;681;;
2024;June;Francuski;Freelancer;Umowa zlecenie;MSP;9;7047;;
2024;June;Francuski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;5;3280;;
2024;June;Hiszpański;Freelancer;Useme.com;MSP;11;4565;;
2024;June;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;MSP;12;5928;;
2024;June;Włoski;Freelancer;Umowa o dzieło;MSP;2;986;;
2024;June;Włoski;Biuro tłumaczeń;Umowa o dzieło;MSP;9;6390;;
2024;June;Niderlandzki;Freelancer;Useme.com;MSP;2;1480;;
2024;June;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;MSP;18;10404;;
2024;June;Czeski;Freelancer;Useme.com;JDG;14;9352;;
2024;June;Czeski;Biuro tłumaczeń;Umowa o dzieło;MSP;12;6948;;
2024;July;Węgierski;Freelancer;Useme.com;Korporacja;14;9604;;
2024;July;Węgierski;Biuro tłumaczeń;Useme.com;Korporacja;15;8745;;
2024;July;Angielski;Freelancer;Useme.com;Korporacja;13;5252;;
2024;July;Angielski;Biuro tłumaczeń;Umowa o dzieło;MSP;19;12768;;
2024;July;Niemiecki;Freelancer;Umowa o dzieło;JDG;14;10766;;
2024;July;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;JDG;13;9750;;
2024;July;Francuski;Freelancer;Useme.com;Korporacja;12;7632;;
2024;July;Francuski;Biuro tłumaczeń;Useme.com;JDG;15;10395;;
2024;July;Hiszpański;Freelancer;Umowa o dzieło;JDG;19;8189;;
2024;July;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;JDG;7;2835;;
2024;July;Włoski;Freelancer;Useme.com;Korporacja;3;1626;;
2024;July;Włoski;Biuro tłumaczeń;Umowa o dzieło;JDG;13;10205;;
2024;July;Niderlandzki;Freelancer;Umowa zlecenie;Korporacja;20;12300;;
2024;July;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;Korporacja;11;5698;;
2024;July;Czeski;Freelancer;Umowa zlecenie;MSP;11;4521;;
2024;July;Czeski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;18;8388;;
2024;August;Węgierski;Freelancer;Useme.com;MSP;9;7137;;
2024;August;Węgierski;Biuro tłumaczeń;Umowa zlecenie;MSP;15;8850;;
2024;August;Angielski;Freelancer;Umowa o dzieło;Korporacja;13;9568;;
2024;August;Angielski;Biuro tłumaczeń;Umowa o dzieło;MSP;6;2712;;
2024;August;Niemiecki;Freelancer;Umowa o dzieło;MSP;15;7890;;
2024;August;Niemiecki;Biuro tłumaczeń;Useme.com;Korporacja;10;5400;;
2024;August;Francuski;Freelancer;Umowa zlecenie;MSP;19;12217;;
2024;August;Francuski;Biuro tłumaczeń;Useme.com;MSP;14;6272;;
2024;August;Hiszpański;Freelancer;Umowa zlecenie;JDG;16;10240;;
2024;August;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;MSP;8;3880;;
2024;August;Włoski;Freelancer;Umowa o dzieło;Korporacja;18;12456;;
2024;August;Włoski;Biuro tłumaczeń;Umowa zlecenie;JDG;9;3987;;
2024;August;Niderlandzki;Freelancer;Umowa zlecenie;Korporacja;3;2385;;
2024;August;Niderlandzki;Biuro tłumaczeń;Useme.com;JDG;19;9975;;
2024;August;Czeski;Freelancer;Useme.com;Korporacja;2;1518;;
2024;August;Czeski;Biuro tłumaczeń;Umowa zlecenie;JDG;14;8428;;
2024;September;Węgierski;Freelancer;Umowa o dzieło;JDG;8;5832;;
2024;September;Węgierski;Biuro tłumaczeń;Umowa zlecenie;JDG;7;4844;;
2024;September;Angielski;Freelancer;Umowa o dzieło;Korporacja;16;10352;;
2024;September;Angielski;Biuro tłumaczeń;Useme.com;MSP;2;1572;;
2024;September;Niemiecki;Freelancer;Umowa zlecenie;Korporacja;6;4278;;
2024;September;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;JDG;13;8411;;
2024;September;Francuski;Freelancer;Umowa zlecenie;MSP;7;3367;;
2024;September;Francuski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;8;5136;;
2024;September;Hiszpański;Freelancer;Umowa zlecenie;Korporacja;14;10136;;
2024;September;Hiszpański;Biuro tłumaczeń;Useme.com;MSP;5;2895;;
2024;September;Włoski;Freelancer;Useme.com;JDG;16;8880;;
2024;September;Włoski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;20;13640;;
2024;September;Niderlandzki;Freelancer;Umowa zlecenie;MSP;9;4761;;
2024;September;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;Korporacja;9;5715;;
2024;September;Czeski;Freelancer;Umowa o dzieło;JDG;12;6144;;
2024;September;Czeski;Biuro tłumaczeń;Umowa o dzieło;JDG;9;5751;;
2024;October;Węgierski;Freelancer;Umowa o dzieło;Korporacja;11;7854;;
2024;October;Węgierski;Biuro tłumaczeń;Umowa o dzieło;JDG;13;5239;;
2024;October;Angielski;Freelancer;Umowa zlecenie;Korporacja;6;2646;;
2024;October;Angielski;Biuro tłumaczeń;Useme.com;JDG;8;5560;;
2024;October;Niemiecki;Freelancer;Umowa o dzieło;MSP;5;2055;;
2024;October;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;MSP;14;7182;;
2024;October;Francuski;Freelancer;Umowa zlecenie;Korporacja;12;7488;;
2024;October;Francuski;Biuro tłumaczeń;Useme.com;Korporacja;11;7854;;
2024;October;Hiszpański;Freelancer;Umowa o dzieło;Korporacja;10;7750;;
2024;October;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;JDG;14;11018;;
2024;October;Włoski;Freelancer;Umowa zlecenie;MSP;19;11172;;
2024;October;Włoski;Biuro tłumaczeń;Useme.com;Korporacja;19;14079;;
2024;October;Niderlandzki;Freelancer;Umowa o dzieło;Korporacja;12;6084;;
2024;October;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;JDG;5;3090;;
2024;October;Czeski;Freelancer;Useme.com;JDG;19;9291;;
2024;October;Czeski;Biuro tłumaczeń;Useme.com;JDG;15;10215;;
2024;November;Węgierski;Freelancer;Umowa o dzieło;Korporacja;10;6070;;
2024;November;Węgierski;Biuro tłumaczeń;Umowa zlecenie;MSP;6;2766;;
2024;November;Angielski;Freelancer;Useme.com;JDG;3;1950;;
2024;November;Angielski;Biuro tłumaczeń;Umowa o dzieło;MSP;15;11850;;
2024;November;Niemiecki;Freelancer;Umowa zlecenie;MSP;6;4146;;
2024;November;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;JDG;14;10472;;
2024;November;Francuski;Freelancer;Useme.com;JDG;1;700;;
2024;November;Francuski;Biuro tłumaczeń;Umowa o dzieło;MSP;19;11837;;
2024;November;Hiszpański;Freelancer;Umowa zlecenie;MSP;14;9898;;
2024;November;Hiszpański;Biuro tłumaczeń;Useme.com;JDG;7;3500;;
2024;November;Włoski;Freelancer;Umowa o dzieło;JDG;13;9035;;
2024;November;Włoski;Biuro tłumaczeń;Umowa o dzieło;JDG;10;7420;;
2024;November;Niderlandzki;Freelancer;Umowa o dzieło;JDG;17;7837;;
2024;November;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;Korporacja;3;2214;;
2024;November;Czeski;Freelancer;Umowa o dzieło;MSP;8;3264;;
2024;November;Czeski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;4;1972;;
2024;December;Węgierski;Freelancer;Umowa zlecenie;Korporacja;15;7650;;
2024;December;Węgierski;Biuro tłumaczeń;Useme.com;Korporacja;4;2520;;
2024;December;Angielski;Freelancer;Useme.com;JDG;3;1344;;
2024;December;Angielski;Biuro tłumaczeń;Useme.com;MSP;18;9774;;
2024;December;Niemiecki;Freelancer;Useme.com;Korporacja;12;7812;;
2024;December;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;Korporacja;19;10944;;
2024;December;Francuski;Freelancer;Useme.com;MSP;18;9684;;
2024;December;Francuski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;12;6120;;
2024;December;Hiszpański;Freelancer;Umowa zlecenie;JDG;14;5656;;
2024;December;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;JDG;7;3962;;
2024;December;Włoski;Freelancer;Umowa zlecenie;JDG;17;11662;;
2024;December;Włoski;Biuro tłumaczeń;Umowa o dzieło;JDG;5;2465;;
2024;December;Niderlandzki;Freelancer;Umowa o dzieło;MSP;18;10314;;
2024;December;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;MSP;3;1773;;
2024;December;Czeski;Freelancer;Umowa o dzieło;Korporacja;9;6993;;
2024;December;Czeski;Biuro tłumaczeń;Umowa o dzieło;JDG;9;4473;;
2025;January;Węgierski;Freelancer;Useme.com;JDG;18;14310;;
2025;January;Węgierski;Biuro tłumaczeń;Umowa zlecenie;JDG;15;8085;;
2025;January;Angielski;Freelancer;Umowa o dzieło;JDG;3;1845;;
2025;January;Angielski;Biuro tłumaczeń;Umowa zlecenie;MSP;12;8280;;
2025;January;Niemiecki;Freelancer;Useme.com;MSP;10;6370;;
2025;January;Niemiecki;Biuro tłumaczeń;Useme.com;JDG;11;6578;;
2025;January;Francuski;Freelancer;Umowa o dzieło;Korporacja;8;6208;;
2025;January;Francuski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;7;3066;;
2025;January;Hiszpański;Freelancer;Umowa zlecenie;Korporacja;4;2760;;
2025;January;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;JDG;19;14269;;
2025;January;Włoski;Freelancer;Umowa zlecenie;JDG;20;11700;;
2025;January;Włoski;Biuro tłumaczeń;Useme.com;MSP;14;8666;;
2025;January;Niderlandzki;Freelancer;Umowa o dzieło;JDG;8;4560;;
2025;January;Niderlandzki;Biuro tłumaczeń;Umowa zlecenie;Korporacja;12;6828;;
2025;January;Czeski;Freelancer;Umowa zlecenie;JDG;16;8544;;
2025;January;Czeski;Biuro tłumaczeń;Umowa zlecenie;MSP;14;10108;;
2025;February;Węgierski;Freelancer;Umowa o dzieło;JDG;2;958;;
2025;February;Węgierski;Biuro tłumaczeń;Umowa o dzieło;JDG;9;6381;;
2025;February;Angielski;Freelancer;Umowa zlecenie;JDG;4;2792;;
2025;February;Angielski;Biuro tłumaczeń;Umowa zlecenie;JDG;9;5553;;
2025;February;Niemiecki;Freelancer;Umowa o dzieło;MSP;11;7370;;
2025;February;Niemiecki;Biuro tłumaczeń;Useme.com;JDG;16;7648;;
2025;February;Francuski;Freelancer;Umowa o dzieło;JDG;12;8856;;
2025;February;Francuski;Biuro tłumaczeń;Umowa o dzieło;JDG;8;5248;;
2025;February;Hiszpański;Freelancer;Useme.com;Korporacja;13;8164;;
2025;February;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;Korporacja;4;1704;;
2025;February;Włoski;Freelancer;Umowa zlecenie;JDG;15;7290;;
2025;February;Włoski;Biuro tłumaczeń;Umowa zlecenie;MSP;9;3861;;
2025;February;Niderlandzki;Freelancer;Useme.com;JDG;7;3871;;
2025;February;Niderlandzki;Biuro tłumaczeń;Useme.com;Korporacja;18;10620;;
2025;February;Czeski;Freelancer;Umowa o dzieło;JDG;19;13224;;
2025;February;Czeski;Biuro tłumaczeń;Useme.com;MSP;11;4587;;
2025;March;Węgierski;Freelancer;Useme.com;Korporacja;11;6831;;
2025;March;Węgierski;Biuro tłumaczeń;Useme.com;JDG;1;462;;
2025;March;Angielski;Freelancer;Useme.com;JDG;8;3928;;
2025;March;Angielski;Biuro tłumaczeń;Umowa o dzieło;MSP;6;4554;;
2025;March;Niemiecki;Freelancer;Useme.com;MSP;9;4563;;
2025;March;Niemiecki;Biuro tłumaczeń;Umowa zlecenie;JDG;2;1152;;
2025;March;Francuski;Freelancer;Useme.com;JDG;1;685;;
2025;March;Francuski;Biuro tłumaczeń;Useme.com;MSP;14;7308;;
2025;March;Hiszpański;Freelancer;Umowa o dzieło;MSP;7;3507;;
2025;March;Hiszpański;Biuro tłumaczeń;Umowa zlecenie;JDG;2;1182;;
2025;March;Włoski;Freelancer;Umowa zlecenie;JDG;17;13600;;
2025;March;Włoski;Biuro tłumaczeń;Useme.com;MSP;6;4272;;
2025;March;Niderlandzki;Freelancer;Useme.com;Korporacja;19;11400;;
2025;March;Niderlandzki;Biuro tłumaczeń;Umowa o dzieło;MSP;6;3336;;
2025;March;Czeski;Freelancer;Useme.com;Korporacja;10;5920;;
2025;March;Czeski;Biuro tłumaczeń;Umowa zlecenie;Korporacja;5;2880;;
2025;April;Węgierski;Freelancer;Umowa zlecenie;MSP;15;11325;;
2025;April;Węgierski;Biuro tłumaczeń;Useme.com;Korporacja;1;432;;
2025;April;Angielski;Freelancer;Umowa o dzieło;JDG;5;2660;;
2025;April;Angielski;Biuro tłumaczeń;Umowa o dzieło;JDG;16;11376;;
2025;April;Niemiecki;Freelancer;Umowa o dzieło;JDG;18;9792;;
2025;April;Niemiecki;Biuro tłumaczeń;Umowa o dzieło;Korporacja;12;9336;;
2025;April;Francuski;Freelancer;Useme.com;JDG;13;9074;;
2025;April;Francuski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;5;2505;;
2025;April;Hiszpański;Freelancer;Umowa zlecenie;Korporacja;14;9016;;
2025;April;Hiszpański;Biuro tłumaczeń;Umowa o dzieło;JDG;3;2361;;
2025;April;Włoski;Freelancer;Umowa zlecenie;MSP;17;11390;;
2025;April;Włoski;Biuro tłumaczeń;Umowa o dzieło;JDG;6;3702;;
2025;April;Niderlandzki;Freelancer;Useme.com;MSP;9;5337;;
2025;April;Niderlandzki;Biuro tłumaczeń;Useme.com;JDG;12;7824;;
2025;April;Czeski;Freelancer;Umowa o dzieło;Korporacja;19;9158;;
2025;April;Czeski;Biuro tłumaczeń;Useme.com;JDG;9;5526;;
2025;May;Węgierski;Freelancer;Umowa zlecenie;MSP;18;7344;;
2025;May;Węgierski;Biuro tłumaczeń;Umowa o dzieło;Korporacja;8;5632;;
2025;May;Angielski;Freelancer;Umowa zlecenie;MSP;2;1362;;
2025;May;Angielski;Biuro tłumaczeń;Umowa o dzieło;MSP;7;4368;;
2025;May;Niemiecki;Freelancer;Umowa o dzieło;Korporacja;1;694;;
2025;May;Niemiecki;Biuro tłumaczeń;Useme.com;JDG;6;3636;;
2025;May;Francuski;Freelancer;Useme.com;Korporacja;8;4968;;
2025;May;Francuski;Biuro tłumaczeń;Umowa zlecenie;JDG;8;4880;;
2025;May;Hiszpański;Freelancer;Useme.com;JDG;13;6916;;
2025;May;Hiszpański;Biuro tłumaczeń;Useme.com;Korporacja;1;761;;
2025;May;Włoski;Freelancer;Umowa zlecenie;JDG;20;11260;;
2025;May;Włoski;Biuro tłumaczeń;Umowa zlecenie;MSP;13;5564;;
